id_univoco,hash_contenuto,titolo,testo_completo,data_pubblicazione,fonte,link,ente_origine,paese,importo_eur,azienda_sanzionata,tipo_violazione,data_scraping,fonte_tecnica,ong_collegata,Ambito_Geografico,livello_allarme,Entita_Coinvolte,Sentiment_Direzione,Parole_Chiave,topic_label,confidence,cluster_id,is_primary
da1bc67378634c10e85326407e291dea5440f2cd2d2080fb73050872a525f739,3f3a655a9307d8f6dc72237767d86b5e8c9998538209b7ae9b05a9e790b69a14,[Greece] Forthnet – HDPA (Greece),"[Greece] Forthnet – HDPA (Greece). Articoli: . Tipo: Complaint. Sommario: The HDPA re-examined complaints against the Greek internet and telecommunications service provider Forthnet.gr upon appeal and decided to reduce the fine it had previously imposed on it. ==English Summary== ===Facts=== The HDPA had initially examined forty seven (47) complaints against Forthnet and upheld thirty four (34) of them. It fined the company EUR 24,000 for violation of Article 11 of L. 3471/2006 (law for the implementation of ePrivacy Directive)and Article 13 of L. 2472/1997 (fo",07.10.2019,GDPR Fines - enforcementtracker/gdprhub,"https://www.dpa.gr/portal/page?_pageid=33,15453&_dad=portal&_schema",HDPA (Greece),Greece,,Forthnet,Complaint,2026-05-23T01:14:44.795414,gdprhub.eu,Amnesty Italia,Italia,2,"['AMI || Tecnologie || IA', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['hdpa', 'it', 'complaints', 'greece', 'examined']",Non classificato,0.0,-1,True
f102c984a435ff46e21379e8c1ceec3c82a3fb23923657aea4b760ada65cc07a,89c8767a4f0ff5be53ec2a76b8d0886c49f2e24dc7a5caf71fa15ea8fd92de24,[United Kingdom] Pendle Borough Council – ICO (UK),[United Kingdom] Pendle Borough Council – ICO (UK). Articoli: Article 4(1) GDPR. Tipo: Complaint. Sommario: ICO issued a decision regarding access to third party personal data. ==English Summary== ===Facts=== The complainant has requested a copy of an inspection report named kennels to the Pendle Borough Council (the Council). The Council refused as it considered it to be third party personal data under 40(2) of the Freedom of Information Act (FOIA). The complainant challenged the decision before the ICO. ===Dispute=== Is the information personal data? Would disclosure contravene GDPR princi,28.10.2019,GDPR Fines - enforcementtracker/gdprhub,https://ico.org.uk/media/action-weve-taken/decision-notices/2019/2616170/fs50819531.pdf,ICO (UK),United Kingdom,,Pendle Borough Council,Complaint,2026-05-23T01:14:45.490695,gdprhub.eu,Amnesty Italia,Italia,2,"['Regarding Access To Third Party Personal || Stati e Luoghi', 'United Kingdom] Pendle Borough Council || Aziende e Org Private', 'Article || Aziende e Org Private', 'The Council || Aziende e Org Private', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['council', 'ico', 'the', 'third', 'party']",Non classificato,0.0,0,True
cac6acfa6238db68dd9c9be1b5335d76ba21390f12780d83976741a25722b48b,2e8e0ebe6177a26891a2a3204fb737b399acc9e8ed72fd76eb6357614ab2d8e8,[Cyprus] Anonymous – Commissioner (Cyprus),"[Cyprus] Anonymous – Commissioner (Cyprus). Articoli: Article 6(1)(a) GDPR. Tipo: Complaint. Sommario: The Commissioner fined a doctor € 14,000 for publishing sensitive patient data on Instagram. ==English summary== ===Facts=== Patient filed a complaint with the Commissioner because her doctor published her sensitive personal data in addition to her full identity on the social network Instagram without her prior consent. After investigation, the Commissioner found that the patient's consent for processing of her personal data did not cover the communication of this data on Instagram. ===",11.10.2019,GDPR Fines - enforcementtracker/gdprhub,https://in-cyprus.com/doctor-fined-e14000-for-revealing-personal-data-of-patient-on-instagram/,Commissioner (Cyprus),Cyprus,14000.0,Anonymous,Complaint,2026-05-23T01:14:46.324172,gdprhub.eu,AI Forensics,Italia,2,"['Article || Personaggi Pubblici', 'Cyprus || Stati e Luoghi', 'Facts=== Patient || Stati e Luoghi', 'Instagram || Stati e Luoghi', 'Instagram Without Her Prior Consent || Aziende e Org Private', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['her', 'patient', 'the', 'consent', 'on']",Non classificato,0.0,-1,True
9f59fd176cd50a5c0e0ad5b3bf75308bbbcb685dedff1e6751c900f7deaf057c,176659d401655bfd2f80e0063a90307ee2b29c66b9f9325ad12fd9a15c68db69,[Poland] ClickQuickNow Sp. z o – UODO (Poland),"[Poland] ClickQuickNow Sp. z o – UODO (Poland). Articoli: Article 7(3) GDPR. Tipo: Investigation. Sommario: The UODO imposed a fine of ca €47,000 on a limited liability company ClickQuickNow Sp. z o. o. for preventing the exercise of the right to withdraw consent. [[Category:Article 5(1)(a) GDPR]] ==English Summary== ===Facts and questions arising=== In February 2019, the UODO carried out investigation regarding the compliance of processing operations with the GDPR at the ClickQuickNow Sp. z o. o. ===Holding=== The UODO found that the company did not take appropriate technical and organisati",05.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://uodo.gov.pl/decyzje/ZSPR.421.7.2019,UODO (Poland),Poland,47120.0,ClickQuickNow Sp. z o,Investigation,2026-05-23T01:14:47.200551,gdprhub.eu,Access Now,Italia,2,"['Article || Personaggi Pubblici', 'Z O. O. || Personaggi Pubblici', 'Poland || Stati e Luoghi', 'Z O. O. For Preventing The Exercise Of The Right To Withdraw Consent || Personaggi Pubblici', 'Holding=== The Uodo Found That The Company Did Not Take Appropriate Technical And Organisati || Stati e Luoghi', 'Uodo || Stati e Luoghi', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['uodo', 'the', 'poland', 'company', 'investigation']",Non classificato,0.0,-1,True
87dd5343827e5f1a6cdbe2ceb5097e1785551941ba085acd893c4e8874d933dc,8ee45c7a3aec89ca0ac7884964bfe23252a0df1522777071c92ec6a6ba79e1cb,[United Kingdom] Ministry of Defence – ICO (UK),"[United Kingdom] Ministry of Defence – ICO (UK). Articoli: Article 4(1) GDPR. Tipo: Complaint. Sommario: The ICO issued a decision regarding the refusal to access to third party personal data. ==English Summary== ===Facts=== The complainant submitted a request to the Ministry of Defence (MOD) under the UK Freedom of Information Act (FOIA) seeking access to a fax cover sheet sent to the Veterans Welfare Service regarding a claim for payment following the death in service of the complainant’s son. The MOD provided the complainant with a redacted version of the document in question, but sought",01.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://ico.org.uk/media/action-weve-taken/decision-notices/2019/2616251/fs50834927.pdf,ICO (UK),United Kingdom,,Ministry of Defence,Complaint,2026-05-23T01:14:47.924351,gdprhub.eu,Amnesty Italia,USA / Internazionale,2,"['The Complainant With || Aziende e Org Private', 'Article || Aziende e Org Private', 'United Kingdom] Ministry Of Defence || Aziende e Org Private', 'Facts=== || Stati e Luoghi', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['the', 'ministry', 'uk', 'ico', 'complainant']",Non classificato,0.0,0,False
30d70e9fda444c31a3dfe9673422d1a20a006732aa8fe8da83ff92cad790b3fc,9455b24546799a42cd0b2b8a5a2622e99f6ca9a8744a01b6bdac3f9a4a31d205,[United Kingdom] University of Leicester – ICO (UK),"[United Kingdom] University of Leicester – ICO (UK). Articoli: Article 4(1) GDPR. Tipo: Complaint. Sommario: [[Category:2019]] [[Category:Article 12(5) GDPR]] The ICO issued a decisions regarding refusal to access to third party personal data. ==English Summary== ===Facts=== The complainant has requested information from University of Leicester about external examiners for the department of engineering between the years 2010 to 2018. The University withheld the information, citing section 40(2) (personal information) of the FOIA. The complainant challenged the decision before the ICO. ===",01.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://ico.org.uk/media/action-weve-taken/decision-notices/2019/2616248/fs50839431.pdf,ICO (UK),United Kingdom,,University of Leicester,Complaint,2026-05-23T01:14:48.619077,gdprhub.eu,Amnesty Italia,USA / Internazionale,2,"['United Kingdom] University Of Leicester || Aziende e Org Private', 'The University Withheld The Information || Aziende e Org Private', 'Article || Personaggi Pubblici', 'Regarding Refusal To Access To Third Party Personal || Aziende e Org Private', 'GDPR || Leggi e Regolamentazioni || EU', 'AMI || Tecnologie || IA', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['ico', 'the', 'category', 'information', 'complainant']",Non classificato,0.0,0,False
74ac5e72ca900e65954c0e70fdf3ae4dcebc1404aab18f0a6e5b76f96d9fa553,e3955543a2b6eafdc97ca48987018c10bfa66feccc0aae119582414d2aec02b7,[United Kingdom] Canterbury City Council – ICO (UK),"[United Kingdom] Canterbury City Council – ICO (UK). Articoli: Article 4(1) GDPR. Tipo: Complaint. Sommario: The ICO issued a decision, regarding disclosure of information which do not include personal data [[Category:2019]] ==English Summary== ===Facts=== The complainant has requested the disclosure of information about complaints in respect of a specified property over a defined period of time. Canterbury City Council (“the Council”) withheld the information because it considered that the information within scope was the personal data of third parties and that disclosure would breach the GDP",01.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://ico.org.uk/media/action-weve-taken/decision-notices/2019/2616245/fs50810710.pdf,ICO (UK),United Kingdom,,Canterbury City Council,Complaint,2026-05-23T01:14:49.310442,gdprhub.eu,Amnesty Italia,Italia,2,"['Regarding || Stati e Luoghi', 'Canterbury City Council || Aziende e Org Private', 'Article || Aziende e Org Private', 'United Kingdom] Canterbury City Council || Aziende e Org Private', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['council', 'disclosure', 'information', 'the', 'ico']",Non classificato,0.0,1,True
74ac5e72ca900e65954c0e70fdf3ae4dcebc1404aab18f0a6e5b76f96d9fa553,eb0a4f150f2246e2a0f0ac5a6c0b9d97029518182c9988dc28343eeeac8bb8a6,[United Kingdom] Canterbury City Council – ICO (UK),"[United Kingdom] Canterbury City Council – ICO (UK). Articoli: Article 4(1) GDPR. Tipo: Complaint. Sommario: The Commissioner ruled that complaints about a property were the complainant's personal data and applied Regulation 5(3) of the EIR to prevent disclosure, ==English Summary== ===Facts=== On February 5, 2019, the complainant requested from Canterbury City Council (""the Council"") copies of complaints made by third parties about a specific address from 1978 to December 2018. The Council refused, stating that the information was the personal data of the individuals who had submitted the compla",01.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://ico.org.uk/media/action-weve-taken/decision-notices/2019/2616232/fer0851659.pdf,ICO (UK),United Kingdom,,Canterbury City Council,Complaint,2026-05-23T01:14:50.021349,gdprhub.eu,Amnesty Italia,Italia,2,"['English Summary== || Stati e Luoghi', 'Article || Aziende e Org Private', 'United Kingdom] Canterbury City Council || Aziende e Org Private', 'The Council || Aziende e Org Private', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['council', 'the', 'city', 'complaints', 'about']",Non classificato,0.0,1,False
0ab5f4e982315ac79cacb927700426df9e3a3f7b8c4628006f55c660c43a1d33,6021ed7c964e19165cfd6dbdc567aa0c0e1375bc2ceacfe9dd16b4b6384bb7b5,[Denmark] Unknown municipality – Datatilsynet (Denmark),"[Denmark] Unknown municipality – Datatilsynet (Denmark). Articoli: Article 5(1)(c) GDPR. Tipo: Complaint. Sommario: The Datatilsynet confirmed that a municipality had a legal basis to process information about citizens who used a “type-ahead” search function on the municipality’s website. ==English Summary== ===Facts=== The DPA examined a complaint against a search function which suggested certain search suggestions automatically. Thus, when entering certain words, the complainant’s name was automatically suggested and two search results appeared in the search engine. ===Dispute=== Is there a legal b",25.10.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.datatilsynet.dk/afgoerelser/afgoerelser/2019/okt/klage-over-soegefunktion-paa-kommunes-hjemmeside,Datatilsynet (Denmark),Denmark,,Unknown municipality,Complaint,2026-05-23T01:14:50.803478,gdprhub.eu,Amnesty Italia,Italia,2,"['Article || Personaggi Pubblici', 'Municipality Had || Stati e Luoghi', 'GDPR || Leggi e Regolamentazioni || EU', 'AMI || Tecnologie || IA', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['legal', 'denmark', 'datatilsynet', 'the', 'two']",Non classificato,0.0,-1,True
3d785cc0245c015c11d57e6c9b10236532a64a5784c47e02851e4ac761aeb93d,21e647298a79af32b01c78e314143cfa5d62e610b5430c1bc86531890a44b64a,[Greece] Ergasias S.A – HDPA (Greece),[Greece] Ergasias S.A – HDPA (Greece). Articoli: Article 15 GDPR. Tipo: Other. Sommario: The HDPA rejected appeal filed by the Greek bank Eurobank Ergasias S.A. against HDPA's older decision linked to the exercise of the right to access and right to object under GDPR. ==English Summary== ===Facts=== The Greek bank Eurobank Ergasias S.A. appealed before the HDPA to challenge HDPA's older decision. The appealed decision provided advises on what measures the Bank should have taken to properly respond to a data subject's access request and to guarantee the exercise of the right to,25.10.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.dpa.gr/portal/page?_pageid=33%2C15453&_dad=portal&_schema=PORTAL&_piref33_15473_33_15453_15453.etos=2019&_piref33_15473_33_15453_15453.arithmosApofasis=&_piref33_15473_33_15453_15453.thematikiEnotita=-1&_piref33_15473_33_15453_15453.ananeosi=%CE%91%CE%BD%CE%B1%CE%BD%CE%AD%CF%89%CF%83%CE%B7,HDPA (Greece),Greece,,Ergasias S.A,Other,2026-05-23T01:14:51.601117,gdprhub.eu,Amnesty Italia,Asia,2,"['GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['hdpa', 'bank', 'the', 'to', 'decision']",Non classificato,0.0,-1,True
