id_univoco,fonte,data_pubblicazione,data_scraping,titolo,url,tipo_contenuto,lingua,testo_completo,hash_contenuto,fonte_articolo,ong_collegata,Ambito_Geografico,livello_allarme,Sentiment_Direzione,Parole_Chiave,topic_label,confidence,cluster_id,is_primary,Entita_Coinvolte
e4091168f2644f9ea6fe6ec06aa67b67bea2eade3b06dfc0c438e2be5c1a4bba,gnews,2026-05-02,2026-05-03T18:56:24.402762,"Cina, la sentenza rivoluzionaria: non si può licenziare il dipendente sostituito dall'Ai",https://www.lastampa.it/esteri/2026/05/02/news/cina_la_sentenza_rivoluzionaria_non_si_puo_licenziare_il_dipendente_sostituito_dall_ai-15606879/,notizia,it,"Cina, la sentenza rivoluzionaria: non si può licenziare il dipendente sostituito dall'Ai La sentenza di Hangzhou riguardante l’impiegato di un'azienda tecnologica addetto al controllo qualità di sistemi basati su intelligenza artificiale, potrebbe …",e4091168f2644f9ea6fe6ec06aa67b67bea2eade3b06dfc0c438e2be5c1a4bba,La Stampa,Amnesty Italia,Asia,2,NEUTRALE,"['sentenza', 'di', 'la', 'dipendente', 'controllo']",Non classificato,0.0,-1.0,True,['Cina || Stati e Luoghi']
1acc2a0b5d3ec2efa79a7d17842d67dc24f484ac9f76ab0f2b5a62a0fe2c680a,gnews,2026-05-02,2026-05-03T18:56:24.402762,Oscar 2027 regole intelligenza artificiale,https://tg24.sky.it/spettacolo/cinema/2026/05/02/oscar-2027-intelligenza-artificiale,notizia,it,"Oscar 2027 regole intelligenza artificiale Oscar 2027, nuove regole Academy: esclusi attori creati con IA, limiti alle sceneggiature, novità su nomination, film internazionali e categorie tecniche.",1acc2a0b5d3ec2efa79a7d17842d67dc24f484ac9f76ab0f2b5a62a0fe2c680a,Sky Tg24 ,,Italia,2,NEUTRALE,"['oscar', 'regole', '2027', 'esclusi', 'creati']",Non classificato,0.0,0.0,True,[]
f6bfc351db14236c2e0409cd6b84347206669e94bed9099ca9f32d4ae7777032,gnews,2026-05-02,2026-05-03T18:56:24.402762,"""Gli attori e le sceneggiature generate dall'intelligenza artificiale (Ia) non saranno ammissibili agli Oscar""",https://www.ilfattoquotidiano.it/2026/05/02/gli-attori-e-le-sceneggiature-generate-dallintelligenza-artificiale-ia-non-saranno-ammissibili-agli-oscar/8372831/,notizia,it,"""Gli attori e le sceneggiature generate dall'intelligenza artificiale (Ia) non saranno ammissibili agli Oscar"" Leggi su Il Fatto Quotidiano.it: l'Academy esclude dagli Oscar attori e sceneggiature generati dall'IA. Le nuove regole entreranno in vigore dal 14 marzo 2027.",f6bfc351db14236c2e0409cd6b84347206669e94bed9099ca9f32d4ae7777032,Il Fatto Quotidiano,Access Now,Italia,2,NEUTRALE,"['oscar', 'sceneggiature', 'attori', 'ia', 'dall']",Non classificato,0.0,0.0,False,[]
8cafc2c709fafff19a597cc342db52816c84503c16110c51812d2fe333ac57ee,gnews,2026-05-01,2026-05-03T18:56:24.402762,Hyundai riscrive l’esperienza di guida del futuro,https://www.hdmotori.it/hyundai-riscrive-lesperienza-di-guida-del-futuro/,notizia,it,"Hyundai riscrive l’esperienza di guida del futuro Intelligenza artificiale, app integrate e aggiornamenti continui: così il colosso coreano si prepara per il nuovo corso del settore automotive",8cafc2c709fafff19a597cc342db52816c84503c16110c51812d2fe333ac57ee,HDmotori,Amnesty Italia,Asia,2,POSITIVO (Diritti tutelati),"['del', 'continui', 'coreano', 'guida', 'così']",Non classificato,0.0,-1.0,True,['Hyundai || Aziende e Org Private']
05978f16e16531d25664703c52401cf0e05a85412d886592518d9d3d715e718a,gnews,2026-05-01,2026-05-03T18:56:24.402762,"Dall'immigrazione all'intelligenza artificiale, l'Arca delle idee di Siri (Lega) fa sold out",https://www.corriere.it/politica/26_maggio_01/dall-immigrazione-all-intelligenza-artificiale-l-arca-delle-idee-di-siri-lega-fa-sold-out-a96c13ab-9d73-4c53-94d4-426895c76xlk.shtml,notizia,it,"Dall'immigrazione all'intelligenza artificiale, l'Arca delle idee di Siri (Lega) fa sold out Il tour del responsabile della Scuola politica del Carroccio è atteso ad Ascoli Piceno il 9 maggio",05978f16e16531d25664703c52401cf0e05a85412d886592518d9d3d715e718a,Corriere della Sera,Privacy International,Italia,2,NEUTRALE,"['del', 'delle', 'ad', 'all', 'fa']",Non classificato,0.0,-1.0,True,"['Ascoli Piceno || Stati e Luoghi', 'Scuola Politica Del Carroccio || Aziende e Org Private', 'Arca || Stati e Luoghi']"
cee3dad1484fb693e2f5265c7d8bbfeac7587e80d8c95cb1ab8902bd368fa7fd,gnews,2026-04-30,2026-05-03T18:56:24.402762,Pisa-Lecce pronostico risultato IA 35ª giornata Serie A,https://www.gazzetta.it/scommesse/pronostici/calcio/serie-a/01-05-2026/pisa-lecce-le-quote-migliori-secondo-la-nostra-intelligenza-artificiale-74764.shtml,notizia,it,Pisa-Lecce pronostico risultato IA 35ª giornata Serie A Pisa-Lecce pronostico risultato IA 35ª giornata Serie A quote analisi statistiche precedenti intelligenza artificiale,cee3dad1484fb693e2f5265c7d8bbfeac7587e80d8c95cb1ab8902bd368fa7fd,La Gazzetta dello Sport,Access Now,Italia,2,NEUTRALE,"['lecce', 'serie', 'pronostico', 'risultato', '35ª']",Non classificato,0.0,-1.0,True,['ICO || Istituzioni || Regno Unito']
7a8543b129ab219607fb26f039c84d614619e06df856dd1a0d43c6e7386e549e,gnews,2026-05-17,2026-05-17T17:48:32.671518,"Esorcisti, le truffe arrivano dal fai",https://www.ansa.it/vaticano/notizie/chiesa_italia/2026/05/17/esorcisti-le-truffe-arrivano-dal-fai-da-te-e-dallintelligenza-artificiale_d8fd3062-0192-4abf-b53f-3fc9da2f11ce.html,notizia,it,"Esorcisti, le truffe arrivano dal fai Il mondo dell'esorcismo è sempre più investito da truffatori che si spingono a fare riti fai-da-te ma anche dall'intelligenza artificiale, attraverso la quale ormai si cercano risposte ad ogni problema, come anche alla liberazione dal male. (ANSA)",7a8543b129ab219607fb26f039c84d614619e06df856dd1a0d43c6e7386e549e,Agenzia ANSA,Amnesty Italia,Italia,2,POSITIVO (Diritti tutelati),"['fai', 'dal', 'anche', 'da', 'si']",Non classificato,0.0,-1.0,True,['Ansa || Aziende e Org Private']
f7d9431ffff98844dfd6757ea543f1cdd7a443def07b11fe370360df2aa7e857,gnews,2026-05-16,2026-05-17T17:48:32.671518,"Bernie Sanders: ""Non stiamo capendo l’inusitato impatto dell’Ai sulle nostre società!""",https://www.ilsole24ore.com/art/bernie-sanders-non-stiamo-capendo-l-inusitato-impatto-dell-ai-nostre-societa-AIPb4L7C,notizia,it,"Bernie Sanders: ""Non stiamo capendo l’inusitato impatto dell’Ai sulle nostre società!"" Il senatore democratico a Torino ha messo in guardia l’Europa contro i rischi inauditi della concentrazione di potere e di ricchezza in corso e degli effetti della robotica e l’intelligenza artificiale, capaci di fagocitare decine di milioni di posti di lavoro in alcuni anni e di penetrare nelle nostre vite, nelle nostre menti e persino nei nostri affetti",f7d9431ffff98844dfd6757ea543f1cdd7a443def07b11fe370360df2aa7e857,Il Sole 24 ORE,AI Forensics,Italia,2,POSITIVO (Diritti tutelati),"['di', 'nostre', 'nelle', 'in', 'della']",Non classificato,0.0,-1.0,True,"['Torino || Stati e Luoghi', 'Bernie Sanders || Personaggi Pubblici', 'Europa || Stati e Luoghi', 'ICO || Istituzioni || Regno Unito']"
663fe28082a41e19a72a6696f51aac1115bbaac3cc272dc675eea4cdd770a722,gnews,2026-05-16,2026-05-17T17:48:32.671518,A San Francisco ha aperto un negozio gestito interamente dall'intelligenza artificiale (ma qualcosa è andato storto),https://www.corriere.it/tecnologia/26_maggio_16/a-san-francisco-ha-aperto-un-negozio-gestito-interamente-dall-intelligenza-artificiale-ma-qualcosa-e-andato-storto-8500aa09-4934-4498-a1f8-37062bc04xlk.shtml,notizia,it,"A San Francisco ha aperto un negozio gestito interamente dall'intelligenza artificiale (ma qualcosa è andato storto) Andon Market, nel quartiere Cow Hollow, è gestito da Luna, un'AI che sceglie i prodotti, ha assunto i dipendenti, compila i loro turni e li sorveglia con una telecamera",663fe28082a41e19a72a6696f51aac1115bbaac3cc272dc675eea4cdd770a722,Corriere della Sera,Amnesty Italia,Italia,2,POSITIVO (Diritti tutelati),"['gestito', 'ha', 'un', 'turni', 'cow']",Non classificato,0.0,-1.0,True,"['Cow Hollow || Stati e Luoghi', 'Luna || Stati e Luoghi', 'San Francisco || Stati e Luoghi', 'Andon Market || Personaggi Pubblici']"
238b8a9b1279b6bfb4e7c05ef45ecc30ee440e31861fd73f15a401142c4cf89f,gnews,2026-05-16,2026-05-17T17:48:32.671518,Per i medici di base l’intelligenza artificiale potrebbe essere la svolta,https://www.giornaledibrescia.it/salute-e-benessere/intelligenza-artificiale-medici-base-svolta-u9a9hn2a,notizia,it,"Per i medici di base l’intelligenza artificiale potrebbe essere la svolta Lo spiega Nicola Bastiani, il medico di famiglia tesoriere dell’Ordine di Brescia: «L’intelligenza artificiale è già realtà nei nostri ambulatori. L’analisi dei dati è strategica, ora però utilizziamo portali che non interagiscono, servirebbe una cartella clinica unica»",238b8a9b1279b6bfb4e7c05ef45ecc30ee440e31861fd73f15a401142c4cf89f,Giornale di Brescia,Italiani Senza Cittadinanza,Italia,2,NEUTRALE,"['di', 'utilizziamo', 'famiglia', 'unica', 'ora']",Non classificato,0.0,-1.0,True,"['Ordine Di Brescia || Aziende e Org Private', 'Nicola Bastiani || Personaggi Pubblici', 'AMI || Tecnologie || IA', 'ICO || Istituzioni || Regno Unito']"
b450b39f79b4536f04c4e4c34352fa0cf29cfe0c476d4c1383775ec746809521,gnews,2026-05-16,2026-05-17T17:48:32.671518,Esercizi di stile: cosa ci dice la retorica dell’intelligenza artificiale,https://www.lastampa.it/tecnologia/2026/05/16/news/esercizi_di_stile_cosa_ci_dice_la_retorica_dell_intelligenza_artificiale-425349843/,notizia,it,"Esercizi di stile: cosa ci dice la retorica dell’intelligenza artificiale Il filosofo Luciano Floridi, che domenica 17 sarà ospite al Salone del Libro di Torino, ha elencato alcuni vezzi stilistici tipici dei testi prodotti da LLM. M…",b450b39f79b4536f04c4e4c34352fa0cf29cfe0c476d4c1383775ec746809521,La Stampa,Access Now,Italia,2,NEUTRALE,"['vezzi', 'domenica', 'esercizi', '17', 'cosa']",Non classificato,0.0,-1.0,True,['Luciano Floridi || Personaggi Pubblici']
067b14cf80772fc70564cf0f57104bcd55f7261d2760d64866dc0074fa4580de,gnews,2026-05-16,2026-05-17T17:48:32.671518,Benvenuti nella scatola nera dell’Intelligenza Artificiale,https://www.lastampa.it/speciale/scienza/il-cielo/2026/05/16/news/benvenuti_nella_scatola_nera_dell_intelligenza_artificiale-15624605/,notizia,it,"Benvenuti nella scatola nera dell’Intelligenza Artificiale La usiamo, ma nessuno sa come funziona. Impara senza sosta, cresce, potrebbe superarci. Nello Cristianini ne indaga i meccanismi",067b14cf80772fc70564cf0f57104bcd55f7261d2760d64866dc0074fa4580de,La Stampa,Access Now,Italia,2,POSITIVO (Diritti tutelati),"['usiamo', 'cristianini', 'cresce', 'nella', 'funziona']",Non classificato,0.0,-1.0,True,"['Cristianini || Stati e Luoghi', 'Intelligenza Artificiale La || Aziende e Org Private']"
e50c1ff4e6ce3b7b2e6bc28e41fae21df74af9ccf33c19955db4e57fca6e4b29,gnews,2026-05-16,2026-05-17T17:48:32.671518,"Ai, Graziano (Pd): ""Va regolamentata in Ue e nel mondo, rischio è che rubi il lavoro""",https://www.ilfattonisseno.it/2026/05/ai-graziano-pd-va-regolamentata-in-ue-e-nel-mondo-rischio-e-che-rubi-il-lavoro/,notizia,it,"Ai, Graziano (Pd): ""Va regolamentata in Ue e nel mondo, rischio è che rubi il lavoro"" (Adnkronos) – ""Bisogna regolamentare l'intelligenza artificiale. Ma bisogna farlo innanzitutto […]",e50c1ff4e6ce3b7b2e6bc28e41fae21df74af9ccf33c19955db4e57fca6e4b29,il Fatto Nisseno,Amnesty Italia,Italia,2,NEUTRALE,"['bisogna', 'va', 'farlo', 'ue', 'nel']",Non classificato,0.0,-1.0,True,"['Adnkronos || Aziende e Org Private', 'Graziano || Personaggi Pubblici']"
e80b99aa574c7c1a16cb6768bda407a87bbb58fa81b8bf9ca1fafcf2c40b613b,gnews,2026-05-16,2026-05-17T17:48:32.671518,"Ai, Barachini: ""Deve essere strumento, lavoro umano resta centrale""",https://www.ilfattonisseno.it/2026/05/ai-barachini-deve-essere-strumento-lavoro-umano-resta-centrale/,notizia,it,"Ai, Barachini: ""Deve essere strumento, lavoro umano resta centrale"" (Adnkronos) – ""L'intelligenza artificiale oggi è un tema che dobbiamo […]",e80b99aa574c7c1a16cb6768bda407a87bbb58fa81b8bf9ca1fafcf2c40b613b,il Fatto Nisseno,Amnesty Italia,Italia,2,NEUTRALE,"['umano', 'deve', 'dobbiamo', 'oggi', 'adnkronos']",Non classificato,0.0,-1.0,True,"['Barachini || Personaggi Pubblici', 'Adnkronos || Stati e Luoghi']"
6db33109500f4c3babbfedb17f0604dee430467ac4f29f61015cde42c6603da8,gnews,2026-05-16,2026-05-17T17:48:32.671518,"Computer quantistico: principi, applicazioni e sfide della nuova rivoluzione tecnologica presentata al Salone del libro di Torino",https://www.ilsole24ore.com/art/il-computer-quantistico-cambiera-mondo-ma-come-funziona-AI2Nud6C,notizia,it,"Computer quantistico: principi, applicazioni e sfide della nuova rivoluzione tecnologica presentata al Salone del libro di Torino Dalla teoria alla pratica, il computer quantistico promette di superare i limiti del calcolo classico con potenzialità rivoluzionarie in crittografia, intelligenza artificiale e ricerca scientifica.",6db33109500f4c3babbfedb17f0604dee430467ac4f29f61015cde42c6603da8,Il Sole 24 ORE,AI Forensics,Italia,2,POSITIVO (Diritti tutelati),"['quantistico', 'computer', 'del', 'crittografia', 'dalla']",Non classificato,0.0,-1.0,True,"['Computer || Aziende e Org Private', 'ICO || Istituzioni || Regno Unito']"
